Titulo,Zona,Precio,Habitaciones,Aseos,Metros cuadrados,Planta,Precio (€/m²),Antigüedad,Estado conservacion,URL,Descripcion
"Piso en venta en Avinguda de Francesc Macià, cerca de Carrer de Ponent",Esparreguera,151000 ,3, 2 ,84 ,4ª,1.797,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-85018894356_324700/,"Promoción de pisos en venta situados en el municipio de Esparreguera provincia de Barcelona. El inmueble tiene una superficie construida de 84 m² y útil de 74 m² distribuidos en un amplio comedor, cocina independiente, 1 habitación doble y 2 individuales, más 1 baño con bañera y 1 baño completo con plato de ducha. Acabados con suelo de gres, carpintería interior de haya y exterior de aluminio. Dispone de calefacción de gas. En buen estado de conservación.La localidad de Esparreguera permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
Casa en venta en Esparreguera,Esparreguera,155000 ,3, 1 ,75 ,Bajo,2.066,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-931920361_519327/,"Casa a 3 vientos - urb. Mas d´en gall -  parcela 188 m². - vivienda 75 m². - salón comedor, cocina office, 3 habitaciones (2 dobles), trastero, baño con plato de ducha, garaje, carpintería interior de roble, carpintería exterior aluminio climlit, suelo parquet y gres, calefacción de gas, patio, porche, zona chilau."
Chalet en venta en Esparreguera,Esparreguera,369000 ,4, 2 ,230 ,-,1.604,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-95878230914_100500/,"Ref. Mce3890rr.  .  Preciosa casa en esparreguera..  .  Distribución.  -4 dormitorios dobles..  -2 baños, uno con ducha y otro con baño.  -cocina office..  -salón con salida a la terraza con bonitas vista a montserrat..  -porches cerrados, terraza..  -garaje ..  -trastero, lavadero..  -jardín..  .  Acabados.  Suelos de gres, ventanas climalit, puertas de madera macizas, calefacción gas, aire acondicionado, jardín, piscina con depuradora, alarma..  .  Zona y transporte.  Urbanización a las afueras de esparreguera, en coche tendrá a un máximo de 5´ colegios, instituto, tiendas varias, mercado municipal , farmacias, parada de autobuses con destino a las principales y no tan principales poblaciones y ciudades (olesa de montserrat, martorell, abrera, barcelona, igualada, manresa, etc) en las que podrá encontrar el tren (fgc)..  .  Estará a tan solo 3' de autovía a2 dirección barcelona y/o igualada, lérida ) y a 5' autopista del mediterráneo. Andando estará a tan solo 2' autobús que tiene parada en el centro del pueblo, esparreguera. Estará a tan sólo a 10' del tren (fgc o renfe), servicio de igualadina en el mismo pueblo de esparraguera."
Casa en venta en Esparreguera,Esparreguera,225000 ,3, 2 ,100 ,Bajo,2.250,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-95079152185_519327/,"100 m2. de vivienda en dos plantas + 120 m2. parcelaPlanta: Patio delantero 30 m2. (Cabe 1 coche)Salon comedor 24 m2. con chimeneaCocina office nueva con salida a patio de 40 m2,.Aseo cortesia.1ª Planta: 3 habitaciones ( 2 dobles, 1 Individual, 1 de ellas cion salida a balcón delantero.)Baño, nuevo con bañera.Carpintería interior roble, carpintería exterior aluminio climalit, Calefacción bomba de calor, Suelo gres, 2 trasteros."
Casa en venta en Calle Esparreguera,Esparreguera,235000 ,3, 1 ,115 ,-,2.043,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-99256914900_519327/,"Vivienda de 115 m². - en una sola planta / adosada. Salón comedor 60 m². Con chimenea, cocina equipada, baño con  Plato de ducha reformado. 3 habitaciones (1 doble, 1 individual, con salida a patio de luces, 1 habitacion distribuidor muy grande, garaje para tres coches, cuarto trastero en el mismo de 15 m²., terraza 50 m². Encima del garaje, trastero debajo de la vivienda, patio-jardin de 100 m²., carpinteria interior sapelly, exterior aluminio climalit, barbacoa, suelo de gres, calefacción gas, antigüedad 40 años. Casa c on salida a dos calles."
Dúplex en venta en Esparreguera,Esparreguera,158500 ,4, 1 ,310 ,Bajo,511,-,En buen estado,https://www.pisos.com/comprar/duplex-esparreguera_centro_urbano-95068880066_519351/,"Dúplex tipo casa de 90 m2 por planta. Compuesto por salón-comedor, cocina office de 10m2, 4 habitaciones (una triple, una doble, una mediana y un pequeña), baño con plato de ducha. Suelo cerámico, puertas de roble, carpintería exterior aluminio, calefacción de gas natural. Trastero de 7m2. Garaje abierto. Terraza de 70m2. Zona muy tranquila y muy soleada."
Casa en venta en Esparreguera,Esparreguera,277260 ,3, 2 ,160 ,Bajo,1.732,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-1728081403_519351/,Casa 4 vientos 2 plantas- comedor-salón con chimenea con salida terraza 18 m2-cocina office- 3 hab. 1 triple ( en buhardilla con solarium de 10 m2)-1 doble y 1 mediana-1 baño-planta baja porche 140 m2 se puede cerrar como vivienda 1 baño-suelo gres-puertas roble-ventanas aluminio climalit-techos madera roble-trastero-jardin con barbacoa 800 m2-sol todo el dia vistas impresionantes-garaje 50 m2 con montacargas hasta 1ª planta. Estudio con chimenea sala billar y juegos 30 m2. Para entrar a vivir.
Casa en venta en Esparreguera,Esparreguera,186000 ,7, 1 ,290 ,-,641,Más de 50 años,A reformar,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-83400426452_103000/,"Ahora muy rebajada +++ se vende casa de pueblo en el centro de esparreguera, en la calle hospital cerca de todos los servicios necesarios por los alrededores como escuelas, zonas infantiles, ayuntamiento, ambulatorio, transporte público, etc..... Y a 2 min. Enlace autovía a-2. Barcelona se encuentra a tan solo 25 minutos. La casa es unifamiliar para reformar y dispone de un total de 270 m² útiles repartidos en 3 plantas: planta baja con gran recibidor (que puede reconvertirse en local comercial o garage), comedor de 20 m², cocina office, 2 habitaciones, 1 baño con bañera y salida a patio trasero de 10 m². Planta primera con 5 habitaciones y trastero. Planta superior con gran zona abuhardillada de 85 m² como ampliación de la vivienda. La casa tiene muchas posibilidades, llámanos para visita sin compromiso, quizás es lo que estas buscando  !!!!"
"Piso en venta en Avinguda de Francesc Macià, cerca de Carrer de Ponent",Esparreguera,142000 ,3, 2 ,81 ,2ª,1.753,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-95081042387_324700/,"Promoción de pisos en venta situados en el municipio de Esparreguera provincia de Barcelona. El inmueble tiene una superficie construida de 81 m² y superficie útil de 72 m² distribuidos en recibidor, salón-comedor con salida al balcón, cocina independiente tipo office equipada de electrodomésticos básicos (horno, vitro y caldera); 1 habitación doble y 2 individuales; más 1 baño con plato de ducha y 1 con bañera. Calefacción de gas y aire acondicionado. Acabados con suelo de gres, carpintería interior de haya y exterior de aluminio con persianas automáticas. En muy buenas condiciones. La localidad de Esparreguera permite un fácil acceso por carretera A-2 a 25 minutos de Barcelona, próximo al Ayuntamiento y junto a las zonas más comerciales y transitadas de la localidad. A su alrededor podemos encontrar supermercados, colegios y restaurantes, a tan solo 20 minutos de Barcelona y perfectamente comunicada gracias al servicio de autobuses.Si desea más información, no dude en contactar con nosotros y le informaremos de todo lo que necesite sin ningún compromiso. Disponemos de una amplia cartera de inmuebles en municipios del Baix Llobregat (Olesa de Montserrat, Esparreguera, Abrera, Martorell...) o la Anoia (Collbató, Igualada, Vilanova del Camí...)."
"Casa en venta en Esparreguera, Zona de - Esparreguera",Esparreguera,157000 ,4, 1 ,115 ,-,1.365,-,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-95029194359_101800/,"Casa de pueblo - finca 100 años - semirreformada - en dos plantas. planta baja 60 m2. , 1ª planta: 56 m2. - comedor 16 m2. cocina reformada. baño reformado con bañera. 4 habitaciones dobles (2 dobles exteriores, 2 individuales grandes a escalera, patio trasero 100 m2. -, suelo gres, trastero. terraza, . Trastero."
Casa en venta en Esparreguera,Esparreguera,279000 ,4, 1 ,115 ,1ª,2.426,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/casa-esparreguera_centro_urbano-100029379721_100500/,"Ref. Mce4138rr.  Casa en esparraguera, con.  .  Distribución.  -4 dormitorios dobles, uno individual..  -1 buhardilla con salida a la terraza..  -1 cocina, nueva amueblada..  -1 baño con ducha, mampara y mueble..  -1 salón de 35m², salida a la terraza..  -1 trastero en la terraza..  -2 terrazas de 20m²..  .  Acabados.  Suelos de parket, ventanas de aluminio, puertas de madera, calefacción, armarios empotrados, puerta blindada, exterior, soleada, con bonitas vistas, no dejen de verla, os gustará....  .  Zona y transporte:.  Zona  céntrica, a pocos metros hay institutos y colegio, ambulatorio,  el teatre de la passió, mercado municipal,  tiendas, farmacia. A pocos minutos de la a2, autobuses que te llevan a las diferentes poblaciones y estaciones de fgc. Y barcelona..  ."
Piso en venta en Esparreguera,Esparreguera,99500 ,2, 2 ,67 ,2ª,1.485,-,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-99180964418_109300/,"Piso en Esparreguera, Barcelona, perfecto para parejas. El inmueble consta de 67 m² distribuidos en 2 plantas. La planta baja tiene 1 habitación, 1 salón-comedor con acceso al balcón, cocina además de 1 baño completo. La planta superior cuenta con 1 baño completo. La vivienda tiene suelos de parquet. Situado en la 2a planta del edificio, sin ascensor. Localizado en el corazón de Esparreguera, en sus alrededores encontramos la Escola Taquígraf Garriga, supermercados, bancos, bibliotecas, farmacias, oficinas de correos y centros deportivos. Con fácil acceso a Autovía del Nordeste.."
Dúplex en venta en Esparreguera,Esparreguera,176000 ,4, 2 ,150 ,2ª,1.173,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/duplex-esparreguera_centro_urbano-95082487229_519351/,"Dúplex invertido. Compuesto por 4 habitaciones dobles, 2 baños, comedor-salón de 24m2 con salida al balcón. Terraza independiente de 24m2. La carpintería interior de Haya, carpintería exterior de aluminio. Suelos de parquet.Es una finca de 2 vecinos."
"Piso en venta en Esparreguera, Zona de - Esparreguera",Esparreguera,150000 ,4, 1 ,120 ,-,1.250,-,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-95026206683_100500/,"120 m2. vivienda, Salón comedor de 25 m2., Cocina office con salida a galeria grande, 4 Habitaciones (3 dobles),l Baño con bañera, Carpintería interior roble, exterior aluminio climalit, Suelo gres, Calefacción gas, 2º piso sin ascensor. Posibilidad de alquiler con acción de compra)"
Chalet en venta en Esparreguera,Esparreguera,299000 ,3, 3 ,194 ,-,1.541,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-90072498700_100500/,"Ref. Mce3601rr.  .  Casa seminueva, cuatro vientos, en can rial esparraguera,.  .  Distribución.  -2 dormitorios, dobles (2 suitte), en planta..  -garaje en planta, para dos coches..  -2 salones en planta baja..  -1 dormitorio, en planta baja..  -1 baño, en planta baja..  - cocina, en planta baja..  - salón de verano en planta baja..  .  Acabados.  Suelos de gres, ventanas aluminio, puertas de roble, chimenea, calefacción , aire acondicionado, barbacoa, piscina con depuradora, jardín, alarma, soleada, preinstalación de gas natural_.  .  Zona y transporte.  Urbanización a las afueras de esparreguera, en coche tendrá a un máximo de 5´ colegios, instituto, tiendas varias, mercado municipal , farmacias, parada de autobuses con destino a las principales y no tan principales poblaciones y ciudades (olesa de montserrat, martorell, abrera, barcelona, igualada, manresa, etc) en las que podrá encontrar el tren (fgc)..  .  Estará a tan solo 3' de autovía a2 dirección barcelona y/o igualada, lérida ) y a 5' autopista del mediterráneo. Andando estará a tan solo 2' autobús que tiene parada en el centro del pueblo, esparreguera. Estará a tan sólo a 10' del tren (fgc o renfe), servicio de igualadina en el mismo pueblo de esparraguera."
Piso en venta en Esparreguera,Esparreguera,182000 ,2, 1 ,81 ,-,2.246,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/piso-esparreguera_centro_urbano-1720396806_519327/,"81 m². Salón comedor 26 m². Entrada independiente - año 2002 -  cocina office 18 m². 2 habitaciones dobles, baño completo con plato de ducha, suelo parquet flotante, carpinteria interior de roble, exterior de aluminio climalit, calefacción a gas, bomba de calor, plaza de aparcamiento nº 17"
Casa adosada en venta en El Castell,Esparreguera,260000 ,4, 4 ,170 ,-,1.529,Entre 20 y 30 años,En buen estado,https://www.pisos.com/comprar/casa_adosada-esparreguera_centro_urbano-100094812160_101800/,Bonita casa adosada de 170 m² + patio de 30 m² con piscina y barbacoa. 2 balcones-terrazas. Terraza solarium-trastero. 3 habitaciones + 1 habitación buhardilla. 2 aseo.s 2 baños (1 suite con bañera y otro con ducha). Calefaccón a gas. Aire acondicionat. Osmosis. Descalsificador. Aluminio. Suelo parquet-gres-mármol. Garaje para dos coches. Lavadero.
Chalet en venta en Esparreguera,Esparreguera,298000 ,4, 3 ,154 ,-,1.935,Entre 30 y 50 años,En buen estado,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-77584326377_104400/,"Ref. Mce2955ah.  .  Distribución:.  Planta baja.  - amplio  salón -comedor .  - preciosa y amplia cocina ofice con salida a terraza a terraza trasera, trastero y aseo.  - garage.  - jardín .  .  1ª planta .  - 4 habitaciones dobles (1 tipo suitte).  -  2 baños completos.  .  Planta sótano:.  - sala diáfana de aprox. 50m²  c/2 pequeños trasteros.  .  Calidades:.  - calefacción.  - carpintería interior: roble .  - carpintería exterior: aluminio doble cristal climalit.  .  Zona y transporte:.  Andando tendrá a un máximo de 5´ colegios, instituto, tiendas varias,  mercado municipal , farmacias, parada de autobuses con destino a las principales y no tan principales poblaciones y ciudades (olesa de montserrat, martorell, abrera, barcelona, igualada, manresa, etc) en las que podrá encontrar el tren  (fgc)..  Estará a tan solo 3' de autovía a2 dirección barcelona y/o igualada, lérida ) y a 5' autopista del mediterráneo..  .  Llámenos y véanla !!!"
Chalet en venta en Esparreguera,Esparreguera,265125 ,3, 1 ,142 ,-,1.867,Entre 10 y 20 años,En buen estado,https://www.pisos.com/comprar/chalet-esparreguera_centro_urbano-50913014373_104400/,"Ref. Mce26650mv  Precioso chalet de una sola planta de 142m² sobre parcela de 629m² cerca de todos los servicios, a cinco minutos de esparreguera, en venta o alquiler con opcion a compra:  Distribución:  - 3 habitaciones( 1 doblee y 2 sencillas) - salón-comedor  con salida a terraza - cocina independiente totalmente equipada. - baño completo.  - garaje para dos coches - trastero  Zona y transporte público: Urbanización rodeada de naturaleza, tranquilidad, impresionantes vístas e impagables puestas de sol. Sin duda en  ella usted ganará en calidad de vida.  Estará a tan solo 3' en coche de la autovía a2 dirección barcelona y/o igualada, lérida ) y a 5' de la autopista del mediterráneo.   A tan sólo a 10' en coche del tren (fgc o renfe),  servicio de bus urbano cerca del inmueble, igualadina en el pueblo de esparraguera. Ambos transportes tienen parada tanto a  barcelona como a  manresa e igualada, entre otros pueblos.  Si no conoce la zona, nosotros se la mostramos. ¡Llámenos y la vistamos!"
